ID,REGION,SUBREGION,COUNTRY,LOCATION,LAT,LON,REEF_SYSTEM,REEF_TYPE,REEF_NAME,WATER_DEPTH,ISLAND_NAME,PROTECTED,TOURISM,COUNTRY_CODE
9188,Asia,Southeast Asia,Philippines,Camarines Norte,14.101,123.06383,San Miguel Bay,Fringing,Canimo Island,,,0,0,PHL
9189,Asia,Southeast Asia,Philippines,Camarines Norte,14.0375,123.1,San Miguel Bay,Fringing,Caringo Island,,,0,0,PHL
9190,Asia,Southeast Asia,Philippines,Camarines Norte,14.08167,123.10667,San Miguel Bay,Fringing,Canton Island,,,0,0,PHL
9191,Asia,Southeast Asia,Philippines,Camarines Norte,14.05667,123.0875,San Miguel Bay,Fringing,Malasugue Island,,,0,0,PHL
9192,Asia,Southeast Asia,Philippines,Camarines Norte,14.06483,123.05267,San Miguel Bay,Fringing,Pambuan Point,,,0,0,PHL
9193,Asia,Southeast Asia,Philippines,Camarines Norte,14.06667,123.1,San Miguel Bay,Fringing,Quinapaguian Island,,,0,0,PHL
9194,Asia,Southeast Asia,Philippines,Camarines Norte,14.02583,123.0435,San Miguel Bay,Fringing,Sihan Point,,,0,0,PHL
9534,Asia,Southeast Asia,Philippines,Camarines Norte,14.0985,123.27467,San Miguel Bay,Fringing,Sapenitan Point ( Tandoc ),,,0,0,PHL
12525,Asia,Southeast Asia,Philippines,Camarines Sur,13.5195,122.99133,Ragay Gulf,Fringing,Caranan,,Luzon,0,0,PHL
4109,Asia,Southeast Asia,Philippines,Camarines Sur,13.58333,123.56667,Lagonoy Gulf,Fringing,Atulayan Island,90,Luzon,0,0,PHL
4110,Asia,Southeast Asia,Philippines,Camarines Sur,13.56667,123.56667,Camarines Sur,Fringing,Patitinan,,Luzon,0,0,PHL
11117,Asia,Southeast Asia,Philippines,Camarines Sur,13.8,122.6,Ragay Gulf,Fringing,Ragay Gulf,,,0,0,PHL
9167,Asia,Southeast Asia,Philippines,Camarines Sur,13.69717,123.67083,Lagonoy Gulf,Fringing,Rosa Islet,,,0,0,PHL
7879,Asia,Southeast Asia,Philippines,Camarines Sur,13.56667,123.58333,Lagonoy Gulf,Fringing/Patch Reef,Atulayan Bay,,,0,1,PHL
11108,Asia,Southeast Asia,Philippines,Camarines Sur,13.43333,123.1,Ragay Gulf,Fringing,Pasacao,,,0,0,PHL
11109,Asia,Southeast Asia,Philippines,Camarines Sur,13.31667,123.2,Ragay Gulf,Fringing,Balatan,,,0,0,PHL
11118,Asia,Southeast Asia,Philippines,Camarines Sur,13.11667,123.26667,Ragay Gulf,,Apud Reef,,,0,0,PHL
11119,Asia,Southeast Asia,Philippines,Camarines Sur,13.23333,123.23333,Ragay Gulf,,Coguit Point,,,0,0,PHL
11120,Asia,Southeast Asia,Philippines,Camarines Sur,13.43333,123.1,Ragay Gulf,,Refugio Island,,,0,0,PHL
11104,Asia,Southeast Asia,Philippines,Camarines Sur,13.75,122.73333,Ragay Gulf,Fringing,Otoc Point,,,0,0,PHL
11105,Asia,Southeast Asia,Philippines,Camarines Sur,13.88333,122.53333,Ragay Gulf,Fringing,Acha Reef,,,0,0,PHL
11106,Asia,Southeast Asia,Philippines,Camarines Sur,13.71667,122.8,Ragay Gulf,Fringing,Bagnon Reef,,,0,0,PHL
11107,Asia,Southeast Asia,Philippines,Camarines Sur,13.63333,122.78333,Ragay Gulf,Fringing,Tres Marias,,,0,0,PHL
11130,Asia,Southeast Asia,Philippines,Camarines Sur,13.68333,122.81667,Ragay Gulf,,Caima Bay,,,0,0,PHL
11131,Asia,Southeast Asia,Philippines,Camarines Sur,13.85,122.61667,Ragay Gulf,,Catabangan Bay,,,0,0,PHL
11132,Asia,Southeast Asia,Philippines,Camarines Sur,13.9,122.5,Ragay Gulf,,Sibalum Islet,,,0,0,PHL
7767,Asia,Southeast Asia,Philippines,Camiguin,9.2,124.81667,Camiguin Island,Shoal,Bulias Shoal,,,0,0,PHL
7769,Asia,Southeast Asia,Philippines,Camiguin,9.18333,124.71667,Camiguin Island,Fringing,Mambajao,,,0,0,PHL
7764,Asia,Southeast Asia,Philippines,Camiguin,9.05,124.83333,Mindanao N,Fringing/Shoal,Camiguin Island,,,0,0,PHL
7765,Asia,Southeast Asia,Philippines,Camiguin,9.26667,124.65,Camiguin Island,Fringing,Mendano Islet ( White Islet ),,,0,0,PHL
12573,Asia,Southeast Asia,Philippines,Camiguin,9.26667,124.78333,Camiguin Island,Platform,Hikdup Reef ( Jigdup ),,Mindanao,0,0,PHL
12935,Asia,Southeast Asia,Philippines,Camiguin,9.10583,124.71067,Camiguin Island,Fringing,Mayana,,Visayas,0,0,PHL
12936,Asia,Southeast Asia,Philippines,Camiguin,9.2,124.635,Camiguin Island,Fringing,Bonbon,,Visayas,0,0,PHL
7768,Asia,Southeast Asia,Philippines,Camiguin,9.18333,124.81667,Camiguin Island,Fringing,Mantigue Islet ( Magsaysay ),,,0,0,PHL
12937,Asia,Southeast Asia,Philippines,Camiguin,9.25383,124.7265,Camiguin Island,Fringing,Balbagon,,Visayas,0,0,PHL
12939,Asia,Southeast Asia,Philippines,Camiguin,9.13583,124.79917,Camiguin Island,Fringing,Benoni,,Visayas,0,0,PHL
12865,Asia,Southeast Asia,Philippines,Camiguin,9.87833,124.78233,Camiguin Island,Fringing,Liong,,Visayas,0,0,PHL
9159,Asia,Southeast Asia,Philippines,Catanduanes,13.59883,124.04417,Catanduanes Island,Fringing,Agoho Point,,,0,0,PHL
9164,Asia,Southeast Asia,Philippines,Catanduanes,13.554,124.31617,Cabugao Bay,Fringing,Nagumbuaya Point,,,0,0,PHL
10517,Asia,Southeast Asia,Philippines,Cavite,14.22017,120.59283,Manila Bay,Fringing,Patungan,,Luzon,0,0,PHL
10514,Asia,Southeast Asia,Philippines,Cavite,14.26667,120.63333,Manila Bay,Fringing,Calumpang,,Luzon,0,0,PHL
860,Asia,Southeast Asia,Philippines,Cavite,14.38333,120.9,Cavite,Fringing,Maynipa Point,,Luzon,0,0,PHL
1075,Asia,Southeast Asia,Philippines,Cavite,14.26667,120.73333,Cavite,Fringing,Paniman Point,,Luzon,0,0,PHL
1078,Asia,Southeast Asia,Philippines,Cavite,14.23333,120.71667,Cavite,Fringing,Gordo Point,,Luzon,0,0,PHL
1080,Asia,Southeast Asia,Philippines,Cavite,14.25,120.7,Cavite,Fringing,Kaybian Point,,Luzon,0,0,PHL
1076,Asia,Southeast Asia,Philippines,Cavite,14.21667,120.61667,Manila Bay,Fringing,Caylabne Point ( Marbella ),,Luzon,0,0,PHL
1077,Asia,Southeast Asia,Philippines,Cavite,14.31667,120.76667,Cavite,Non-reef coral community,Palicpican Point,,Luzon,0,0,PHL
1079,Asia,Southeast Asia,Philippines,Cavite,14.26667,120.61667,Manila Bay,Fringing,Carabao Island,,Luzon,0,0,PHL
1081,Asia,Southeast Asia,Philippines,Cavite,14.23333,120.58333,Cavite,Fringing,Limbones Island,,Luzon,0,0,PHL
1082,Asia,Southeast Asia,Philippines,Cavite,14.23333,120.61667,Cavite,Fringing,Limbones Cove,,Luzon,0,0,PHL
1083,Asia,Southeast Asia,Philippines,Cavite,14.3,120.76667,Cavite,Fringing,Kaybangat Point,,Luzon,0,0,PHL
12226,Asia,Southeast Asia,Philippines,Cebu,9.89667,123.37917,Badian Bay,Fringing,Badian Island,,Visayas,0,0,PHL
12923,Asia,Southeast Asia,Philippines,Cebu,9.4,123.31667,Ta得n Strait,Fringing,Ta得n Point,,Visayas,0,0,PHL
12589,Asia,Southeast Asia,Philippines,Cebu,9.93867,123.36817,Badian Bay,Fringing,Basdiot,,Visayas,0,0,PHL
12541,Asia,Southeast Asia,Philippines,Cebu,9.98867,123.366,Copton Bay,Fringing,Saavedra,,Visayas,0,0,PHL
12543,Asia,Southeast Asia,Philippines,Cebu,9.75,123.33417,,Fringing,Sta. Filomena,,Visayas,0,0,PHL
12544,Asia,Southeast Asia,Philippines,Cebu,9.88417,123.37283,,Fringing,Zaragosa,,Visayas,0,0,PHL
12546,Asia,Southeast Asia,Philippines,Cebu,9.98333,123.41667,Copton Bay,Fringing,Copton Bay,,Visayas,0,0,PHL
12547,Asia,Southeast Asia,Philippines,Cebu,9.96667,123.38333,Badian Bay,Fringing,Badian Bay,,Visayas,0,0,PHL
4190,Asia,Southeast Asia,Philippines,Cebu,9.66667,123.55,Cebu E,Fringing,Alcoy,15,,0,0,PHL
7660,Asia,Southeast Asia,Philippines,Cebu,9.41667,123.3,Cebu SW,Fringing,Liloan Point,,,0,1,PHL
491,Asia,Southeast Asia,Philippines,Cebu,9.93333,123.36667,Badian Bay,Fringing,Moalboal,,Cebu,0,1,PHL
498,Asia,Southeast Asia,Philippines,Cebu,9.4,123.38333,Sumilon Island,Fringing,Sumilon Island Non-Reserve,,Cebu Island,0,0,PHL
497,Asia,Southeast Asia,Philippines,Cebu,9.4,123.38333,Sumilon Island,Fringing,Sumilon Island Reserve,,Cebu Island,0,0,PHL
505,Asia,Southeast Asia,Philippines,Cebu,9.91667,123.35,Badian Bay,Barrier,Pescador Island,,Cebu,0,1,PHL
504,Asia,Southeast Asia,Philippines,Cebu,9.86667,123.35,Moalboal Reefs,Fringing,Panagsama Beach,,Cebu,0,0,PHL
990,Asia,Southeast Asia,Philippines,Cebu,9.73333,123.33333,Cebu W,Fringing,Alegria,,Cebu,0,0,PHL
991,Asia,Southeast Asia,Philippines,Cebu,9.88333,123.38333,Cebu W,Fringing,Malabuyoc,,Cebu,0,0,PHL
992,Asia,Southeast Asia,Philippines,Cebu,9.6,123.51667,Cebu W,Fringing,Boljo-on,,Cebu,0,1,PHL
993,Asia,Southeast Asia,Philippines,Cebu,9.88333,123.38333,Cebu W,Fringing,Badian,,Cebu,0,1,PHL
994,Asia,Southeast Asia,Philippines,Cebu,9.6,123.51667,Cebu W,Fringing,Dalaguete,,Cebu,0,0,PHL
995,Asia,Southeast Asia,Philippines,Cebu,9.8,123.6,Cebu E,Fringing,Argao,,Cebu,0,1,PHL
337,Asia,Southeast Asia,Philippines,Cebu,9.4,123.36667,Cebu S,Fringing,Sumilon Island,,Cebu Island,1,1,PHL
11087,Asia,Southeast Asia,Philippines,Cebu,10.26333,124.0295,Olango,Fringing,San Vicente,,,0,0,PHL
11088,Asia,Southeast Asia,Philippines,Cebu,10.26667,124.0455,Olango,Fringing,Santa Rosa ( Sta. Rosa ),,,0,0,PHL
11089,Asia,Southeast Asia,Philippines,Cebu,10.28167,124.05233,Olango,Fringing,Talima Bay,,,0,0,PHL
11090,Asia,Southeast Asia,Philippines,Cebu,10.275,124.0705,Olango,Fringing,Caw-oy,,,0,0,PHL
11091,Asia,Southeast Asia,Philippines,Cebu,10.2705,124.0705,Olango,Fringing,Tungasan,,,0,0,PHL
11092,Asia,Southeast Asia,Philippines,Cebu,10.2455,124.05483,Olango,Fringing,Sabang,,,0,0,PHL
11093,Asia,Southeast Asia,Philippines,Cebu,10.191,124,Olango,Fringing,Nalusuan Island,,,0,0,PHL
12542,Asia,Southeast Asia,Philippines,Cebu,10.02267,123.40467,,Fringing,Sta. Cruz,,Visayas,0,0,PHL
12545,Asia,Southeast Asia,Philippines,Cebu,10,123.38333,Copton Bay,Fringing,Copton Point,,Visayas,0,0,PHL
12227,Asia,Southeast Asia,Philippines,Cebu,10.0145,123.37967,Badian Bay,Fringing,Tongo Point,,Visayas,0,0,PHL
170,Asia,Southeast Asia,Philippines,Cebu,10.33333,124,Cebu E,Fringing,Mactan Island,,Cebu Island,0,1,PHL
1279,Asia,Southeast Asia,Philippines,Cebu,10.26667,124.05,Olango,Fringing,Olango Island,,,1,0,PHL
8605,Asia,Southeast Asia,Philippines,Cebu,10.28333,124,Mactan Island,Fringing,Maribago,,,0,1,PHL
8606,Asia,Southeast Asia,Philippines,Cebu,10.3,124.01667,Mactan Island,Fringing,Buot,,,0,0,PHL
8607,Asia,Southeast Asia,Philippines,Cebu,10.28333,124.06667,Olango,Fringing,Tingo,,,0,0,PHL
8608,Asia,Southeast Asia,Philippines,Cebu,10.26667,124.03333,Olango,Fringing,Baring,,,0,0,PHL
8609,Asia,Southeast Asia,Philippines,Cebu,10.23333,124.01667,Olango,Fringing,Sulpa Island,,,0,0,PHL
8610,Asia,Southeast Asia,Philippines,Cebu,10.23333,124.05,Olango,Fringing,Camungi Island,,,0,0,PHL
8611,Asia,Southeast Asia,Philippines,Cebu,10.21667,124.03333,Olango,Fringing,Pangan-an Island,,,0,0,PHL
8612,Asia,Southeast Asia,Philippines,Cebu,10.2,124.01667,Olango,Fringing,Caohagan Island,,,0,0,PHL
8613,Asia,Southeast Asia,Philippines,Cebu,10.2,124,Olango,Fringing,Lasu-an Island,,,0,0,PHL
8794,Asia,Southeast Asia,Philippines,Cebu,10.26667,124,,,Magellan Bay,,,0,0,PHL
7662,Asia,Southeast Asia,Philippines,Cebu,10.38333,123.63333,Cebu SE,Non-reef coral community,Looc,,,0,1,PHL
8333,Asia,Southeast Asia,Philippines,Cebu,10.33567,123.589,Cebu SE,Fringing,Bato,,,0,0,PHL
8334,Asia,Southeast Asia,Philippines,Cebu,10.437,123.58733,Cebu SE,Fringing,Matab-ang,,,0,0,PHL
8595,Asia,Southeast Asia,Philippines,Cebu,10.28333,123.93333,Mactan Island,Fringing,Kalawisan,,,0,0,PHL
8596,Asia,Southeast Asia,Philippines,Cebu,10.23333,123.9,Mactan Island,Fringing,Shell Island,,,0,0,PHL
8597,Asia,Southeast Asia,Philippines,Cebu,10.23333,123.88333,Mactan Island,Fringing,Lauis Ledge,,,0,0,PHL
8598,Asia,Southeast Asia,Philippines,Cebu,10.25,123.95,Mactan Island,Fringing,Cordova,,,0,0,PHL
8599,Asia,Southeast Asia,Philippines,Cebu,10.25,123.96667,Mactan Island,Fringing,Basbas,,,0,0,PHL
8600,Asia,Southeast Asia,Philippines,Cebu,10.26667,123.98333,Mactan Island,Fringing,Marigondon,,,0,1,PHL
8603,Asia,Southeast Asia,Philippines,Cebu,10.31667,123.98333,Mactan Island,Fringing,Buaya,,,0,0,PHL
8604,Asia,Southeast Asia,Philippines,Cebu,10.2,123.98333,Olango,Fringing,Hilutangan Island,,,0,0,PHL
8793,Asia,Southeast Asia,Philippines,Cebu,10.35,123.96667,,,Cansaga Bay,,,0,0,PHL
12230,Asia,Southeast Asia,Philippines,Cebu,10.2895,124.07417,Olango Island,Fringing,San Isidro,,Visayas,0,0,PHL
12228,Asia,Southeast Asia,Philippines,Cebu,10.2895,124.07417,Olango Island,Fringing,Mabini Point,,Visayas,0,0,PHL
12229,Asia,Southeast Asia,Philippines,Cebu,10.26333,124.02333,Olango Island,Fringing,Poo Point,,Visayas,0,0,PHL
10348,Asia,Southeast Asia,Philippines,Cebu,10.23333,124,Olango,Fringing,Lomayag Point,,,0,0,PHL
11224,Asia,Southeast Asia,Philippines,Cebu,10.26667,124.0455,Olango,Fringing,Poo Bay,,,0,0,PHL
996,Asia,Southeast Asia,Philippines,Cebu,10.06667,123.7,Cebu E,Fringing,Carcar,,Cebu,0,0,PHL
946,Asia,Southeast Asia,Philippines,Cebu,10.50833,123.70667,Cebu,Fringing,Balamban,,Cebu,0,0,PHL
947,Asia,Southeast Asia,Philippines,Cebu,10.575,123.715,Cebu W,Fringing,Asturias,,Cebu,0,0,PHL
948,Asia,Southeast Asia,Philippines,Cebu,10.82833,123.86167,Cebu E,Fringing,Tabuelan,,Cebu,0,0,PHL
950,Asia,Southeast Asia,Philippines,Cebu,10.35,123.59,Cebu W,Fringing,Toledo,,Cebu,0,0,PHL
944,Asia,Southeast Asia,Philippines,Cebu,10.36667,123.98333,Central Visayas,Fringing,Cebu,,Cebu,0,1,PHL
949,Asia,Southeast Asia,Philippines,Cebu,10.75667,123.825,Cebu W,Fringing,Tuburan,,Cebu,0,0,PHL
12799,Asia,Southeast Asia,Philippines,Cebu,11,124.1,,Fringing,Capitancillo Island,,Visayas,0,0,PHL
4164,Asia,Southeast Asia,Philippines,Cebu,11.04,123.60417,Doong Islands,Patch Reef,Mambucayao Island,,Bantayan Island,0,0,PHL
10482,Asia,Southeast Asia,Philippines,Cebu,11.13167,123.74167,Bantayan Islands,Fringing,Moamboc Island,,,0,0,PHL
10483,Asia,Southeast Asia,Philippines,Cebu,11.12333,123.705,Bantayan Islands,Fringing,Panitogan Island,,,0,0,PHL
8423,Asia,Southeast Asia,Philippines,Cebu,11.16667,123.7,Bantayan Islands,Fringing,Bantayan Island,,,0,0,PHL
4165,Asia,Southeast Asia,Philippines,Cebu,11.07833,123.63,Doong Islands,Fringing,Doong Island,,Bantayan Island,0,0,PHL
4166,Asia,Southeast Asia,Philippines,Cebu,11.15333,123.66,Bantayan Islands,Fringing,Hilutungan Island ( Hilutangan ),,Bantayan Island,0,0,PHL
4167,Asia,Southeast Asia,Philippines,Cebu,11.19833,123.70167,Bantayan Islands,Fringing,Guiwanon,,Bantayan Island,0,0,PHL
4168,Asia,Southeast Asia,Philippines,Cebu,11.26833,123.70833,Bantayan Islands,Fringing,Bunakan,,Bantayan Island,0,0,PHL
4169,Asia,Southeast Asia,Philippines,Cebu,11.30333,123.73,Bantayan Islands,Fringing,Madridejos,,Bantayan Island,0,0,PHL
4170,Asia,Southeast Asia,Philippines,Cebu,11.14833,123.74833,Bantayan Islands,Patch Reef,Oboob,,Bantayan Islands,0,0,PHL
4171,Asia,Southeast Asia,Philippines,Cebu,11.14833,123.77833,Bantayan Islands,Fringing,Biayong,,Bantayan Island,0,0,PHL
4172,Asia,Southeast Asia,Philippines,Cebu,11.15,123.8,Bantayan Islands,Fringing,Santa Fe ( Sta. Fe ),,Bantayan Island,0,0,PHL
4173,Asia,Southeast Asia,Philippines,Cebu,11.19333,123.81333,Bantayan Islands,Fringing,Jinglataan Island,,Bantayan Islands,0,0,PHL
10484,Asia,Southeast Asia,Philippines,Cebu,11.14333,123.70167,Bantayan Islands,Fringing,Abong Island,,,0,0,PHL
10485,Asia,Southeast Asia,Philippines,Cebu,11.145,123.69833,Bantayan Islands,Fringing,Silangon Gamay Island,,,0,0,PHL
10486,Asia,Southeast Asia,Philippines,Cebu,11.14833,123.70333,Bantayan Islands,Fringing,Silangon Daku Island,,,0,0,PHL
10560,Asia,Southeast Asia,Philippines,Compostela Valley,7.2,125.83333,Davao Gulf,Fringing,Kopiat Island,,Mindanao,0,0,PHL
10586,Asia,Southeast Asia,Philippines,Compostela Valley,7.2,125.85833,Davao Gulf,Fringing,Pandasan Island,,Mindanao,0,0,PHL
10587,Asia,Southeast Asia,Philippines,Davao del Norte,7.13333,125.71667,Davao Gulf,Fringing,Arboles Island,,Mindanao,0,0,PHL
11228,Asia,Southeast Asia,Philippines,Davao del Norte,7.15,125.83333,Davao Gulf,Fringing,Pinnacle Point,,,0,0,PHL
11230,Asia,Southeast Asia,Philippines,Davao del Norte,7.05,125.7,Davao Gulf,Fringing,Limad Reef,,,0,0,PHL
10561,Asia,Southeast Asia,Philippines,Davao del Norte,7.2,125.775,Davao Gulf,Fringing,Ligid Gamay ( Little Cruz Island / Buenavista ),40,Mindanao,0,0,PHL
10562,Asia,Southeast Asia,Philippines,Davao del Norte,7.16667,125.78333,Davao Gulf,Fringing,Ligid Dako ( Big Cruz Island ),,Mindanao,0,0,PHL
10563,Asia,Southeast Asia,Philippines,Davao del Norte,7.00833,125.725,Davao Gulf,Fringing,Malipano Island,,Mindanao,0,0,PHL
10564,Asia,Southeast Asia,Philippines,Davao del Norte,7.01333,125.70833,Davao Gulf,Shoal,Marisa Uno,,Mindanao,0,0,PHL
10565,Asia,Southeast Asia,Philippines,Davao del Norte,7.01667,125.725,Davao Gulf,Fringing,Wishing Island,,Mindanao,0,0,PHL
10567,Asia,Southeast Asia,Philippines,Davao del Norte,7,125.6,Davao Gulf,Fringing,Valez,,Mindanao,0,0,PHL
10585,Asia,Southeast Asia,Philippines,Davao del Norte,7.25,125.75,Davao Gulf,Fringing,Lasang Point,,Mindanao,0,0,PHL
11229,Asia,Southeast Asia,Philippines,Davao del Norte,7.01667,125.73333,Davao Gulf,Fringing,Pindawon ( Pindawon Wall ),,,0,0,PHL
4027,Asia,Southeast Asia,Philippines,Davao del Norte,7.03333,125.75,Davao Gulf,Fringing,Samal Island,,Samal Island,0,1,PHL
10588,Asia,Southeast Asia,Philippines,Davao del Norte,6.98333,125.55,Davao Gulf,Fringing,Lipadas Point,,Mindanao,0,0,PHL
11232,Asia,Southeast Asia,Philippines,Davao del Norte,6.93333,125.71667,Davao Gulf,Fringing,Mansud ( Mansud Wall ),,,0,0,PHL
11233,Asia,Southeast Asia,Philippines,Davao del Norte,6.91667,125.7,Davao Gulf,Fringing,Talisay ( Talisay Wall ),,,0,0,PHL
11234,Asia,Southeast Asia,Philippines,Davao del Norte,6.88333,125.7,Davao Gulf,Fringing,Linosutan ( Coral Garden ),20,,0,0,PHL
11235,Asia,Southeast Asia,Philippines,Davao del Norte,6.91667,125.83333,Davao Gulf,Fringing,Mushroom Rock,35,,0,0,PHL
11236,Asia,Southeast Asia,Philippines,Davao del Norte,6.93333,125.7,Davao Gulf,Fringing,Angel's Cove,,,0,0,PHL
11231,Asia,Southeast Asia,Philippines,Davao del Norte,6.95,125.73333,Davao Gulf,Patch Reef,Tambang Reef ( Bibing ),,,0,0,PHL
4018,Asia,Southeast Asia,Philippines,Davao del Norte,6.85,125.75,Davao Gulf,Fringing,Talikud Island ( Talikod ),,Talikud Island,0,1,PHL
10566,Asia,Southeast Asia,Philippines,Davao del Norte,6.96667,125.56667,Davao Gulf,Shoal,Pasig Puti,,Mindanao,0,0,PHL
10568,Asia,Southeast Asia,Philippines,Davao del Sur,6.75,125.403,Davao Gulf,Shoal,Digos Reef ( Badiang Reef ),,Mindanao,0,0,PHL
10569,Asia,Southeast Asia,Philippines,Davao del Sur,6.6,125.45,Davao Gulf,Fringing,Malalag,,Mindanao,0,0,PHL
10570,Asia,Southeast Asia,Philippines,Davao del Sur,6.53333,125.52833,Davao Gulf,Fringing,Tambalan Point,,Mindanao,0,0,PHL
10571,Asia,Southeast Asia,Philippines,Davao del Sur,6.58167,125.48333,Davao Gulf,Shoal,Bonbon Reef,,Mindanao,0,0,PHL
10572,Asia,Southeast Asia,Philippines,Davao del Sur,6.5,125.58333,Davao Gulf,Fringing,Tibungog,,Mindanao,0,0,PHL
10573,Asia,Southeast Asia,Philippines,Davao del Sur,6.50417,125.65,Davao Gulf,Fringing,Port Tubalan,,Mindanao,0,0,PHL
10574,Asia,Southeast Asia,Philippines,Davao del Sur,6.33333,125.71667,Davao Gulf,Non-reef coral community,Agdao,,Mindanao,0,0,PHL
10575,Asia,Southeast Asia,Philippines,Davao del Sur,6.26667,125.73333,Davao Gulf,Fringing,Cabitugan,,Mindanao,0,0,PHL
10576,Asia,Southeast Asia,Philippines,Davao del Sur,6.30667,125.71667,Davao Gulf,Fringing,Pamungot,,Mindanao,0,0,PHL
10579,Asia,Southeast Asia,Philippines,Davao del Sur,6.4,125.66667,Davao Gulf,Fringing,Odalo,,Mindanao,0,0,PHL
10590,Asia,Southeast Asia,Philippines,Davao del Sur,6.41667,125.65,Davao Gulf,Fringing,Bolton Reef,,Mindanao,0,0,PHL
10577,Asia,Southeast Asia,Philippines,Davao del Sur,6.31667,125.71667,Davao Gulf,Fringing,Talagutong,,Mindanao,0,0,PHL
10578,Asia,Southeast Asia,Philippines,Davao del Sur,6.55,125.52283,Davao Gulf,Fringing,Basyawan ( Basiawan ),,Mindanao,0,0,PHL
10589,Asia,Southeast Asia,Philippines,Davao del Sur,6.1,125.78333,Davao Gulf,Fringing,Kalian Point,,Mindanao,0,0,PHL
10591,Asia,Southeast Asia,Philippines,Davao del Sur,6.68333,125.43333,Davao Gulf,Fringing,Piapi Reef,,Mindanao,0,0,PHL
10592,Asia,Southeast Asia,Philippines,Davao del Sur,6.57767,125.4875,Davao Gulf,Fringing,Kulungan Bay,,Mindanao,0,0,PHL
10846,Asia,Southeast Asia,Philippines,Davao del Sur,5.5,125.41667,Davao Gulf,Fringing,Laniban Island,,,0,0,PHL
10849,Asia,Southeast Asia,Philippines,Davao del Sur,5.43333,125.45,,Fringing,Sarangani Islands,,,0,0,PHL
10848,Asia,Southeast Asia,Philippines,Davao del Sur,5.45,125.46667,Sarangani Islands,Fringing,Sarangani Island,,,0,0,PHL
10850,Asia,Southeast Asia,Philippines,Davao del Sur,5.41667,125.38333,Sarangani Islands,Fringing,Balut Island,,,0,0,PHL
4029,Asia,Southeast Asia,Philippines,Davao del Sur,6.98333,125.65,Davao Gulf,Fringing,Davao,,Mindanao,0,1,PHL
10558,Asia,Southeast Asia,Philippines,Davao Oriental,7.03333,125.97133,Davao Gulf,Fringing,Kaipis,,Mindanao,0,0,PHL
10559,Asia,Southeast Asia,Philippines,Davao Oriental,7.025,125.96167,Davao Gulf,Shoal,Burias,,Mindanao,0,0,PHL
10583,Asia,Southeast Asia,Philippines,Davao Oriental,7.02267,125.99667,Davao Gulf,Fringing,Mapanga Reef,,Mindanao,0,0,PHL
10582,Asia,Southeast Asia,Philippines,Davao Oriental,7.18333,125.85,Davao Gulf,Fringing,Gill Point,,Mindanao,0,0,PHL
10584,Asia,Southeast Asia,Philippines,Davao Oriental,7.06333,125.95,Davao Gulf,Fringing,Piso Reef,,Mindanao,0,0,PHL
10555,Asia,Southeast Asia,Philippines,Davao Oriental,6.62833,126.06667,Davao Gulf,Fringing,Sigaboy Island,,Mindanao,0,0,PHL
10556,Asia,Southeast Asia,Philippines,Davao Oriental,6.81667,126.08,Davao Gulf,Fringing,San Isidro ( Bao-bato ),,Mindanao,0,0,PHL
10557,Asia,Southeast Asia,Philippines,Davao Oriental,6.71667,126.08333,Davao Gulf,Shoal,Tinaytay Reef ( Talisay ),,Mindanao,0,0,PHL
10554,Asia,Southeast Asia,Philippines,Davao Oriental,6.59833,126.07333,Davao Gulf,Shoal,Burias Reef ( Mati Reef ),,Mindanao,0,0,PHL
12359,Asia,Southeast Asia,Philippines,Davao Oriental,6.27333,126.29367,Pujada Bay,Fringing,Ivy Island,,Mindanao,0,0,PHL
4028,Asia,Southeast Asia,Philippines,Davao Oriental,6.26667,126.18333,Davao Gulf,Fringing,Cape San Agustin,,Mindanao,0,1,PHL
8379,Asia,Southeast Asia,Philippines,Davao Oriental,6.81667,126.28333,Pujada Bay,Fringing,Pujada Bay,,,0,0,PHL
10580,Asia,Southeast Asia,Philippines,Davao Oriental,6.9,126,Davao Gulf,Fringing,Cuabo,,Mindanao,0,0,PHL
12355,Asia,Southeast Asia,Philippines,Davao Oriental,6.81667,126.28333,Pujada Bay,Shoal,Pangubatan,,Mindanao,0,0,PHL
12356,Asia,Southeast Asia,Philippines,Davao Oriental,6.79,126.28333,Pujada Bay,Fringing,Pujada Island,,Mindanao,0,0,PHL
12357,Asia,Southeast Asia,Philippines,Davao Oriental,6.83333,126.27333,Pujada Bay,Fringing,Juaniban Island,,Mindanao,0,0,PHL
12358,Asia,Southeast Asia,Philippines,Davao Oriental,6.27917,126.285,Pujada Bay,Fringing,Oak Island,,Mindanao,0,0,PHL
7886,Asia,Southeast Asia,Philippines,Eastern Samar,11,125.71667,Samar E,Fringing,Guiuan,,Samar Island,0,0,PHL
8362,Asia,Southeast Asia,Philippines,Eastern Samar,11.1,125.39,Samar,Fringing,Balangiga ( Maglolobo ),,Samar Island,0,0,PHL
8364,Asia,Southeast Asia,Philippines,Eastern Samar,11.11667,125.28333,Samar,Fringing,Lawa-an ( Lauan ),,Samar Island,0,0,PHL
8365,Asia,Southeast Asia,Philippines,Eastern Samar,11,125.63333,Samar,Fringing,Manicani Island,,Samar Island,0,0,PHL
9918,Asia,Southeast Asia,Philippines,Eastern Samar,11.03333,125.68333,Leyte Gulf,Fringing,Botig Island ( Botic ),,Samar Island,0,0,PHL
